# T [K]		\Lambda[erg/s-cm^3]		n_e [per cm^3 per n_H]
1.5840e+07  2.0844e-23  1.1792e+00
1.5876e+07  2.0817e-23  1.1792e+00
1.5911e+07  2.0791e-23  1.1792e+00
1.5947e+07  2.0764e-23  1.1792e+00
1.5983e+07  2.0737e-23  1.1792e+00
1.6019e+07  2.0711e-23  1.1792e+00
1.6055e+07  2.0684e-23  1.1792e+00
1.6092e+07  2.0657e-23  1.1792e+00
1.6128e+07  2.0630e-23  1.1792e+00
1.6164e+07  2.0604e-23  1.1792e+00
1.6201e+07  2.0577e-23  1.1792e+00
1.6237e+07  2.0551e-23  1.1792e+00
1.6274e+07  2.0525e-23  1.1792e+00
1.6311e+07  2.0499e-23  1.1792e+00
1.6347e+07  2.0473e-23  1.1792e+00
1.6384e+07  2.0446e-23  1.1792e+00
1.6421e+07  2.0420e-23  1.1792e+00
1.6458e+07  2.0394e-23  1.1792e+00
1.6495e+07  2.0368e-23  1.1792e+00
1.6533e+07  2.0342e-23  1.1792e+00
1.6570e+07  2.0316e-23  1.1792e+00
1.6607e+07  2.0291e-23  1.1792e+00
1.6645e+07  2.0265e-23  1.1792e+00
1.6682e+07  2.0240e-23  1.1792e+00
1.6720e+07  2.0215e-23  1.1792e+00
1.6758e+07  2.0190e-23  1.1792e+00
1.6795e+07  2.0164e-23  1.1792e+00
1.6833e+07  2.0139e-23  1.1792e+00
1.6871e+07  2.0114e-23  1.1792e+00
1.6909e+07  2.0089e-23  1.1792e+00
1.6947e+07  2.0064e-23  1.1792e+00
1.6986e+07  2.0039e-23  1.1792e+00
1.7024e+07  2.0014e-23  1.1792e+00
1.7062e+07  1.9990e-23  1.1792e+00
1.7101e+07  1.9966e-23  1.1792e+00
1.7139e+07  1.9941e-23  1.1792e+00
1.7178e+07  1.9917e-23  1.1792e+00
1.7217e+07  1.9893e-23  1.1792e+00
1.7256e+07  1.9869e-23  1.1792e+00
1.7295e+07  1.9845e-23  1.1792e+00
1.7334e+07  1.9820e-23  1.1792e+00
1.7373e+07  1.9796e-23  1.1792e+00
1.7412e+07  1.9773e-23  1.1792e+00
1.7451e+07  1.9750e-23  1.1792e+00
1.7490e+07  1.9726e-23  1.1792e+00
1.7530e+07  1.9703e-23  1.1792e+00
1.7569e+07  1.9680e-23  1.1792e+00
1.7609e+07  1.9657e-23  1.1792e+00
1.7649e+07  1.9634e-23  1.1792e+00
1.7689e+07  1.9611e-23  1.1792e+00
1.7729e+07  1.9588e-23  1.1792e+00
1.7768e+07  1.9565e-23  1.1792e+00
1.7809e+07  1.9542e-23  1.1792e+00
1.7849e+07  1.9519e-23  1.1792e+00
1.7889e+07  1.9496e-23  1.1792e+00
1.7929e+07  1.9473e-23  1.1792e+00
1.7970e+07  1.9450e-23  1.1792e+00
1.8010e+07  1.9427e-23  1.1792e+00
1.8051e+07  1.9404e-23  1.1792e+00
1.8092e+07  1.9382e-23  1.1792e+00
1.8132e+07  1.9359e-23  1.1792e+00
1.8173e+07  1.9337e-23  1.1792e+00
1.8214e+07  1.9315e-23  1.1792e+00
1.8255e+07  1.9293e-23  1.1792e+00
1.8297e+07  1.9271e-23  1.1792e+00
1.8338e+07  1.9250e-23  1.1792e+00
1.8379e+07  1.9228e-23  1.1792e+00
1.8421e+07  1.9207e-23  1.1792e+00
1.8462e+07  1.9185e-23  1.1792e+00
1.8504e+07  1.9164e-23  1.1792e+00
1.8545e+07  1.9143e-23  1.1792e+00
1.8587e+07  1.9122e-23  1.1792e+00
1.8629e+07  1.9101e-23  1.1792e+00
1.8671e+07  1.9080e-23  1.1792e+00
1.8713e+07  1.9060e-23  1.1792e+00
1.8756e+07  1.9040e-23  1.1792e+00
1.8798e+07  1.9020e-23  1.1792e+00
1.8840e+07  1.9000e-23  1.1792e+00
1.8883e+07  1.8980e-23  1.1792e+00
1.8925e+07  1.8960e-23  1.1792e+00
1.8968e+07  1.8940e-23  1.1792e+00
1.9011e+07  1.8921e-23  1.1792e+00
1.9054e+07  1.8901e-23  1.1792e+00
1.9097e+07  1.8882e-23  1.1792e+00
1.9140e+07  1.8863e-23  1.1792e+00
1.9183e+07  1.8844e-23  1.1792e+00
1.9226e+07  1.8826e-23  1.1792e+00
1.9269e+07  1.8807e-23  1.1792e+00
1.9313e+07  1.8788e-23  1.1792e+00
1.9356e+07  1.8770e-23  1.1792e+00
1.9400e+07  1.8752e-23  1.1792e+00
1.9444e+07  1.8733e-23  1.1792e+00
1.9488e+07  1.8715e-23  1.1792e+00
1.9532e+07  1.8698e-23  1.1792e+00
1.9576e+07  1.8680e-23  1.1792e+00
1.9620e+07  1.8663e-23  1.1792e+00
1.9664e+07  1.8646e-23  1.1792e+00
1.9708e+07  1.8628e-23  1.1792e+00
1.9753e+07  1.8611e-23  1.1792e+00
1.9797e+07  1.8594e-23  1.1792e+00
1.9842e+07  1.8578e-23  1.1792e+00
1.9887e+07  1.8561e-23  1.1792e+00
1.9932e+07  1.8544e-23  1.1792e+00
1.9977e+07  1.8528e-23  1.1792e+00
2.0022e+07  1.8511e-23  1.1792e+00
2.0067e+07  1.8495e-23  1.1792e+00
2.0112e+07  1.8479e-23  1.1792e+00
2.0157e+07  1.8463e-23  1.1792e+00
2.0203e+07  1.8447e-23  1.1792e+00
2.0248e+07  1.8432e-23  1.1792e+00
2.0294e+07  1.8416e-23  1.1792e+00
2.0340e+07  1.8401e-23  1.1792e+00
2.0386e+07  1.8385e-23  1.1792e+00
2.0432e+07  1.8370e-23  1.1792e+00
2.0478e+07  1.8355e-23  1.1792e+00
2.0524e+07  1.8341e-23  1.1792e+00
2.0570e+07  1.8326e-23  1.1792e+00
2.0616e+07  1.8312e-23  1.1792e+00
2.0663e+07  1.8297e-23  1.1792e+00
2.0710e+07  1.8283e-23  1.1792e+00
2.0756e+07  1.8269e-23  1.1792e+00
2.0803e+07  1.8255e-23  1.1792e+00
2.0850e+07  1.8241e-23  1.1792e+00
2.0897e+07  1.8227e-23  1.1792e+00
2.0944e+07  1.8214e-23  1.1792e+00
2.0991e+07  1.8201e-23  1.1792e+00
2.1039e+07  1.8188e-23  1.1792e+00
2.1086e+07  1.8175e-23  1.1792e+00
2.1134e+07  1.8162e-23  1.1792e+00
2.1181e+07  1.8149e-23  1.1792e+00
2.1229e+07  1.8136e-23  1.1792e+00
2.1277e+07  1.8124e-23  1.1792e+00
2.1325e+07  1.8111e-23  1.1792e+00
2.1373e+07  1.8099e-23  1.1792e+00
2.1421e+07  1.8087e-23  1.1792e+00
2.1469e+07  1.8076e-23  1.1792e+00
2.1518e+07  1.8064e-23  1.1792e+00
2.1566e+07  1.8052e-23  1.1792e+00
2.1615e+07  1.8041e-23  1.1792e+00
2.1664e+07  1.8030e-23  1.1792e+00
2.1713e+07  1.8019e-23  1.1792e+00
2.1761e+07  1.8007e-23  1.1792e+00
2.1811e+07  1.7996e-23  1.1792e+00
2.1860e+07  1.7986e-23  1.1792e+00
2.1909e+07  1.7975e-23  1.1792e+00
2.1958e+07  1.7965e-23  1.1792e+00
2.2008e+07  1.7954e-23  1.1792e+00
2.2058e+07  1.7944e-23  1.1792e+00
2.2107e+07  1.7934e-23  1.1792e+00
2.2157e+07  1.7924e-23  1.1792e+00
2.2207e+07  1.7915e-23  1.1792e+00
2.2257e+07  1.7905e-23  1.1792e+00
2.2307e+07  1.7895e-23  1.1792e+00
2.2358e+07  1.7886e-23  1.1792e+00
2.2408e+07  1.7876e-23  1.1793e+00
2.2459e+07  1.7866e-23  1.1793e+00
2.2509e+07  1.7857e-23  1.1793e+00
2.2560e+07  1.7847e-23  1.1793e+00
2.2611e+07  1.7838e-23  1.1793e+00
2.2662e+07  1.7829e-23  1.1793e+00
2.2713e+07  1.7819e-23  1.1793e+00
2.2764e+07  1.7810e-23  1.1793e+00
2.2815e+07  1.7801e-23  1.1793e+00
2.2867e+07  1.7792e-23  1.1793e+00
2.2918e+07  1.7784e-23  1.1793e+00
2.2970e+07  1.7775e-23  1.1793e+00
2.3022e+07  1.7767e-23  1.1793e+00
2.3074e+07  1.7759e-23  1.1793e+00
2.3126e+07  1.7751e-23  1.1793e+00
2.3178e+07  1.7743e-23  1.1793e+00
2.3230e+07  1.7735e-23  1.1793e+00
2.3283e+07  1.7727e-23  1.1793e+00
2.3335e+07  1.7719e-23  1.1793e+00
2.3388e+07  1.7712e-23  1.1793e+00
2.3440e+07  1.7704e-23  1.1793e+00
2.3493e+07  1.7697e-23  1.1793e+00
2.3546e+07  1.7690e-23  1.1793e+00
2.3599e+07  1.7683e-23  1.1793e+00
2.3652e+07  1.7676e-23  1.1793e+00
2.3706e+07  1.7670e-23  1.1793e+00
2.3759e+07  1.7663e-23  1.1793e+00
2.3813e+07  1.7657e-23  1.1793e+00
2.3866e+07  1.7650e-23  1.1793e+00
2.3920e+07  1.7644e-23  1.1793e+00
2.3974e+07  1.7638e-23  1.1793e+00
2.4028e+07  1.7632e-23  1.1793e+00
2.4082e+07  1.7626e-23  1.1793e+00
2.4137e+07  1.7620e-23  1.1793e+00
2.4191e+07  1.7615e-23  1.1793e+00
2.4246e+07  1.7609e-23  1.1793e+00
2.4300e+07  1.7604e-23  1.1793e+00
2.4355e+07  1.7599e-23  1.1793e+00
2.4410e+07  1.7593e-23  1.1793e+00
2.4465e+07  1.7588e-23  1.1793e+00
2.4520e+07  1.7583e-23  1.1793e+00
2.4575e+07  1.7578e-23  1.1793e+00
2.4631e+07  1.7574e-23  1.1793e+00
2.4686e+07  1.7569e-23  1.1793e+00
2.4742e+07  1.7565e-23  1.1793e+00
2.4798e+07  1.7561e-23  1.1793e+00
2.4854e+07  1.7556e-23  1.1793e+00
2.4910e+07  1.7552e-23  1.1793e+00
2.4966e+07  1.7548e-23  1.1793e+00
2.5022e+07  1.7544e-23  1.1793e+00
2.5079e+07  1.7540e-23  1.1793e+00
2.5135e+07  1.7537e-23  1.1793e+00
2.5192e+07  1.7533e-23  1.1793e+00
2.5249e+07  1.7529e-23  1.1793e+00
2.5305e+07  1.7526e-23  1.1793e+00
2.5363e+07  1.7522e-23  1.1793e+00
2.5420e+07  1.7519e-23  1.1793e+00
2.5477e+07  1.7515e-23  1.1793e+00
2.5534e+07  1.7512e-23  1.1793e+00
2.5592e+07  1.7509e-23  1.1793e+00
2.5650e+07  1.7506e-23  1.1793e+00
2.5708e+07  1.7503e-23  1.1793e+00
2.5765e+07  1.7500e-23  1.1793e+00
2.5824e+07  1.7498e-23  1.1793e+00
2.5882e+07  1.7495e-23  1.1793e+00
2.5940e+07  1.7493e-23  1.1793e+00
2.5999e+07  1.7490e-23  1.1793e+00
2.6057e+07  1.7488e-23  1.1793e+00
2.6116e+07  1.7486e-23  1.1793e+00
2.6175e+07  1.7484e-23  1.1793e+00
2.6234e+07  1.7482e-23  1.1793e+00
2.6293e+07  1.7480e-23  1.1793e+00
2.6352e+07  1.7478e-23  1.1793e+00
2.6412e+07  1.7477e-23  1.1793e+00
2.6471e+07  1.7475e-23  1.1793e+00
2.6531e+07  1.7474e-23  1.1793e+00
2.6591e+07  1.7473e-23  1.1793e+00
2.6651e+07  1.7471e-23  1.1793e+00
2.6711e+07  1.7470e-23  1.1793e+00
2.6771e+07  1.7469e-23  1.1793e+00
2.6831e+07  1.7468e-23  1.1793e+00
2.6892e+07  1.7467e-23  1.1793e+00
2.6952e+07  1.7467e-23  1.1793e+00
2.7013e+07  1.7466e-23  1.1793e+00
2.7074e+07  1.7466e-23  1.1793e+00
2.7135e+07  1.7465e-23  1.1793e+00
2.7196e+07  1.7465e-23  1.1793e+00
2.7257e+07  1.7465e-23  1.1793e+00
2.7319e+07  1.7464e-23  1.1793e+00
2.7380e+07  1.7464e-23  1.1793e+00
2.7442e+07  1.7464e-23  1.1793e+00
2.7504e+07  1.7464e-23  1.1793e+00
2.7566e+07  1.7465e-23  1.1793e+00
2.7628e+07  1.7465e-23  1.1793e+00
2.7690e+07  1.7465e-23  1.1793e+00
2.7753e+07  1.7466e-23  1.1793e+00
2.7815e+07  1.7467e-23  1.1793e+00
2.7878e+07  1.7467e-23  1.1793e+00
2.7941e+07  1.7468e-23  1.1793e+00
2.8004e+07  1.7469e-23  1.1793e+00
2.8067e+07  1.7470e-23  1.1793e+00
2.8130e+07  1.7471e-23  1.1793e+00
2.8194e+07  1.7472e-23  1.1793e+00
2.8257e+07  1.7473e-23  1.1793e+00
2.8321e+07  1.7474e-23  1.1793e+00
2.8385e+07  1.7476e-23  1.1793e+00
2.8449e+07  1.7477e-23  1.1793e+00
2.8513e+07  1.7478e-23  1.1793e+00
2.8577e+07  1.7480e-23  1.1793e+00
2.8642e+07  1.7481e-23  1.1793e+00
2.8706e+07  1.7483e-23  1.1793e+00
2.8771e+07  1.7485e-23  1.1793e+00
2.8836e+07  1.7486e-23  1.1793e+00
2.8901e+07  1.7488e-23  1.1793e+00
2.8966e+07  1.7490e-23  1.1793e+00
2.9031e+07  1.7493e-23  1.1793e+00
2.9097e+07  1.7495e-23  1.1793e+00
2.9162e+07  1.7497e-23  1.1793e+00
2.9228e+07  1.7499e-23  1.1793e+00
2.9294e+07  1.7502e-23  1.1793e+00
2.9360e+07  1.7504e-23  1.1793e+00
2.9426e+07  1.7507e-23  1.1793e+00
2.9492e+07  1.7510e-23  1.1793e+00
2.9559e+07  1.7512e-23  1.1793e+00
2.9625e+07  1.7515e-23  1.1793e+00
2.9692e+07  1.7518e-23  1.1793e+00
2.9759e+07  1.7521e-23  1.1793e+00
2.9826e+07  1.7524e-23  1.1793e+00
2.9893e+07  1.7528e-23  1.1793e+00
2.9961e+07  1.7531e-23  1.1793e+00
3.0028e+07  1.7534e-23  1.1793e+00
3.0096e+07  1.7537e-23  1.1793e+00
3.0164e+07  1.7541e-23  1.1793e+00
3.0232e+07  1.7544e-23  1.1793e+00
3.0300e+07  1.7548e-23  1.1793e+00
3.0368e+07  1.7552e-23  1.1793e+00
3.0437e+07  1.7556e-23  1.1793e+00
3.0505e+07  1.7560e-23  1.1793e+00
3.0574e+07  1.7563e-23  1.1793e+00
3.0643e+07  1.7567e-23  1.1793e+00
3.0712e+07  1.7572e-23  1.1793e+00
3.0781e+07  1.7576e-23  1.1793e+00
3.0851e+07  1.7580e-23  1.1793e+00
3.0920e+07  1.7584e-23  1.1793e+00
3.0990e+07  1.7589e-23  1.1793e+00
3.1060e+07  1.7593e-23  1.1793e+00
3.1130e+07  1.7598e-23  1.1793e+00
3.1200e+07  1.7602e-23  1.1793e+00
3.1270e+07  1.7607e-23  1.1793e+00
3.1341e+07  1.7612e-23  1.1793e+00
3.1411e+07  1.7617e-23  1.1793e+00
3.1482e+07  1.7621e-23  1.1793e+00
3.1553e+07  1.7626e-23  1.1793e+00
3.1624e+07  1.7631e-23  1.1793e+00
3.1696e+07  1.7636e-23  1.1793e+00
3.1767e+07  1.7641e-23  1.1793e+00
3.1839e+07  1.7646e-23  1.1793e+00
3.1910e+07  1.7651e-23  1.1793e+00
3.1982e+07  1.7657e-23  1.1793e+00
3.2054e+07  1.7662e-23  1.1793e+00
3.2127e+07  1.7667e-23  1.1793e+00
3.2199e+07  1.7672e-23  1.1793e+00
3.2272e+07  1.7678e-23  1.1793e+00
3.2344e+07  1.7683e-23  1.1793e+00
3.2417e+07  1.7689e-23  1.1793e+00
3.2490e+07  1.7695e-23  1.1793e+00
3.2563e+07  1.7700e-23  1.1793e+00
3.2637e+07  1.7706e-23  1.1793e+00
3.2710e+07  1.7712e-23  1.1793e+00
3.2784e+07  1.7718e-23  1.1793e+00
3.2858e+07  1.7724e-23  1.1793e+00
3.2932e+07  1.7730e-23  1.1793e+00
3.3006e+07  1.7736e-23  1.1793e+00
3.3081e+07  1.7742e-23  1.1793e+00
3.3155e+07  1.7748e-23  1.1793e+00
3.3230e+07  1.7755e-23  1.1793e+00
3.3305e+07  1.7761e-23  1.1793e+00
3.3380e+07  1.7768e-23  1.1793e+00
3.3455e+07  1.7774e-23  1.1793e+00
3.3531e+07  1.7781e-23  1.1793e+00
3.3606e+07  1.7787e-23  1.1793e+00
3.3682e+07  1.7794e-23  1.1793e+00
3.3758e+07  1.7801e-23  1.1793e+00
3.3834e+07  1.7808e-23  1.1793e+00
3.3910e+07  1.7815e-23  1.1793e+00
3.3987e+07  1.7822e-23  1.1793e+00
3.4063e+07  1.7829e-23  1.1793e+00
3.4140e+07  1.7836e-23  1.1793e+00
3.4217e+07  1.7843e-23  1.1793e+00
3.4294e+07  1.7850e-23  1.1793e+00
3.4371e+07  1.7857e-23  1.1793e+00
3.4449e+07  1.7865e-23  1.1793e+00
3.4526e+07  1.7872e-23  1.1793e+00
3.4604e+07  1.7879e-23  1.1793e+00
3.4682e+07  1.7887e-23  1.1793e+00
3.4760e+07  1.7895e-23  1.1793e+00
3.4839e+07  1.7902e-23  1.1793e+00
3.4917e+07  1.7910e-23  1.1793e+00
3.4996e+07  1.7918e-23  1.1793e+00
3.5075e+07  1.7926e-23  1.1793e+00
3.5154e+07  1.7933e-23  1.1793e+00
3.5233e+07  1.7941e-23  1.1793e+00
3.5312e+07  1.7949e-23  1.1793e+00
3.5392e+07  1.7957e-23  1.1793e+00
3.5472e+07  1.7965e-23  1.1793e+00
3.5552e+07  1.7974e-23  1.1793e+00
3.5632e+07  1.7982e-23  1.1793e+00
3.5712e+07  1.7990e-23  1.1793e+00
3.5793e+07  1.7998e-23  1.1793e+00
3.5873e+07  1.8007e-23  1.1793e+00
3.5954e+07  1.8015e-23  1.1793e+00
3.6035e+07  1.8024e-23  1.1793e+00
3.6116e+07  1.8032e-23  1.1793e+00
3.6198e+07  1.8041e-23  1.1793e+00
3.6279e+07  1.8049e-23  1.1793e+00
3.6361e+07  1.8058e-23  1.1793e+00
3.6443e+07  1.8067e-23  1.1793e+00
3.6525e+07  1.8076e-23  1.1793e+00
3.6607e+07  1.8085e-23  1.1793e+00
3.6690e+07  1.8093e-23  1.1793e+00
3.6773e+07  1.8102e-23  1.1793e+00
3.6856e+07  1.8111e-23  1.1793e+00
3.6939e+07  1.8121e-23  1.1793e+00
3.7022e+07  1.8130e-23  1.1793e+00
3.7105e+07  1.8139e-23  1.1793e+00
3.7189e+07  1.8148e-23  1.1793e+00
3.7273e+07  1.8157e-23  1.1793e+00
3.7357e+07  1.8167e-23  1.1793e+00
3.7441e+07  1.8176e-23  1.1793e+00
3.7525e+07  1.8186e-23  1.1793e+00
3.7610e+07  1.8195e-23  1.1793e+00
3.7695e+07  1.8205e-23  1.1793e+00
3.7780e+07  1.8215e-23  1.1793e+00
3.7865e+07  1.8224e-23  1.1793e+00
3.7950e+07  1.8234e-23  1.1793e+00
3.8036e+07  1.8244e-23  1.1793e+00
3.8121e+07  1.8254e-23  1.1793e+00
3.8207e+07  1.8264e-23  1.1793e+00
3.8293e+07  1.8273e-23  1.1793e+00
3.8380e+07  1.8284e-23  1.1793e+00
3.8466e+07  1.8294e-23  1.1793e+00
3.8553e+07  1.8304e-23  1.1793e+00
3.8640e+07  1.8314e-23  1.1793e+00
3.8727e+07  1.8324e-23  1.1793e+00
3.8814e+07  1.8334e-23  1.1793e+00
3.8901e+07  1.8345e-23  1.1793e+00
3.8989e+07  1.8355e-23  1.1793e+00
3.9077e+07  1.8365e-23  1.1793e+00
3.9165e+07  1.8376e-23  1.1793e+00
3.9253e+07  1.8387e-23  1.1793e+00
3.9342e+07  1.8397e-23  1.1793e+00
3.9430e+07  1.8408e-23  1.1793e+00
3.9519e+07  1.8418e-23  1.1793e+00
3.9608e+07  1.8429e-23  1.1793e+00
3.9698e+07  1.8440e-23  1.1793e+00
3.9787e+07  1.8451e-23  1.1793e+00
3.9877e+07  1.8461e-23  1.1793e+00
3.9967e+07  1.8472e-23  1.1793e+00
4.0057e+07  1.8483e-23  1.1793e+00
4.0147e+07  1.8494e-23  1.1793e+00
4.0237e+07  1.8505e-23  1.1793e+00
4.0328e+07  1.8516e-23  1.1793e+00
4.0419e+07  1.8527e-23  1.1793e+00
4.0510e+07  1.8538e-23  1.1793e+00
4.0601e+07  1.8549e-23  1.1793e+00
4.0693e+07  1.8560e-23  1.1793e+00
4.0784e+07  1.8572e-23  1.1793e+00
4.0876e+07  1.8583e-23  1.1793e+00
4.0969e+07  1.8594e-23  1.1793e+00
4.1061e+07  1.8606e-23  1.1793e+00
4.1153e+07  1.8617e-23  1.1793e+00
4.1246e+07  1.8629e-23  1.1793e+00
4.1339e+07  1.8640e-23  1.1793e+00
4.1432e+07  1.8652e-23  1.1793e+00
4.1526e+07  1.8663e-23  1.1793e+00
4.1619e+07  1.8675e-23  1.1793e+00
4.1713e+07  1.8687e-23  1.1793e+00
4.1807e+07  1.8698e-23  1.1793e+00
4.1901e+07  1.8710e-23  1.1793e+00
4.1996e+07  1.8722e-23  1.1793e+00
4.2090e+07  1.8734e-23  1.1793e+00
4.2185e+07  1.8746e-23  1.1793e+00
4.2280e+07  1.8758e-23  1.1793e+00
4.2375e+07  1.8770e-23  1.1793e+00
4.2471e+07  1.8782e-23  1.1793e+00
4.2567e+07  1.8794e-23  1.1793e+00
4.2662e+07  1.8806e-23  1.1793e+00
4.2759e+07  1.8819e-23  1.1793e+00
4.2855e+07  1.8831e-23  1.1793e+00
4.2952e+07  1.8843e-23  1.1793e+00
4.3048e+07  1.8856e-23  1.1793e+00
4.3145e+07  1.8868e-23  1.1793e+00
4.3243e+07  1.8881e-23  1.1793e+00
4.3340e+07  1.8893e-23  1.1793e+00
4.3438e+07  1.8906e-23  1.1793e+00
4.3536e+07  1.8918e-23  1.1793e+00
4.3634e+07  1.8931e-23  1.1793e+00
4.3732e+07  1.8944e-23  1.1793e+00
4.3831e+07  1.8956e-23  1.1793e+00
4.3929e+07  1.8969e-23  1.1793e+00
4.4028e+07  1.8982e-23  1.1793e+00
4.4128e+07  1.8995e-23  1.1793e+00
4.4227e+07  1.9008e-23  1.1793e+00
4.4327e+07  1.9021e-23  1.1793e+00
4.4426e+07  1.9034e-23  1.1793e+00
4.4527e+07  1.9047e-23  1.1793e+00
4.4627e+07  1.9060e-23  1.1793e+00
4.4727e+07  1.9073e-23  1.1793e+00
4.4828e+07  1.9086e-23  1.1793e+00
4.4929e+07  1.9099e-23  1.1793e+00
4.5031e+07  1.9112e-23  1.1793e+00
4.5132e+07  1.9126e-23  1.1793e+00
4.5234e+07  1.9139e-23  1.1793e+00
4.5336e+07  1.9152e-23  1.1793e+00
4.5438e+07  1.9166e-23  1.1793e+00
4.5540e+07  1.9179e-23  1.1793e+00
4.5643e+07  1.9192e-23  1.1793e+00
4.5746e+07  1.9206e-23  1.1793e+00
4.5849e+07  1.9219e-23  1.1793e+00
4.5952e+07  1.9233e-23  1.1793e+00
4.6056e+07  1.9246e-23  1.1793e+00
4.6159e+07  1.9260e-23  1.1793e+00
4.6263e+07  1.9274e-23  1.1793e+00
4.6368e+07  1.9287e-23  1.1793e+00
4.6472e+07  1.9301e-23  1.1793e+00
4.6577e+07  1.9315e-23  1.1793e+00
4.6682e+07  1.9329e-23  1.1793e+00
4.6787e+07  1.9343e-23  1.1793e+00
4.6892e+07  1.9357e-23  1.1793e+00
4.6998e+07  1.9371e-23  1.1793e+00
4.7104e+07  1.9385e-23  1.1793e+00
4.7210e+07  1.9399e-23  1.1793e+00
4.7316e+07  1.9413e-23  1.1793e+00
4.7423e+07  1.9427e-23  1.1793e+00
4.7530e+07  1.9441e-23  1.1793e+00
4.7637e+07  1.9455e-23  1.1793e+00
4.7744e+07  1.9470e-23  1.1793e+00
4.7852e+07  1.9484e-23  1.1793e+00
4.7960e+07  1.9498e-23  1.1793e+00
4.8068e+07  1.9513e-23  1.1793e+00
4.8176e+07  1.9527e-23  1.1793e+00
4.8285e+07  1.9542e-23  1.1793e+00
4.8394e+07  1.9556e-23  1.1793e+00
4.8503e+07  1.9571e-23  1.1793e+00
4.8612e+07  1.9585e-23  1.1793e+00
4.8721e+07  1.9600e-23  1.1793e+00
4.8831e+07  1.9615e-23  1.1793e+00
4.8941e+07  1.9629e-23  1.1793e+00
4.9051e+07  1.9644e-23  1.1793e+00
4.9162e+07  1.9659e-23  1.1793e+00
4.9273e+07  1.9674e-23  1.1793e+00
4.9384e+07  1.9689e-23  1.1793e+00
4.9495e+07  1.9704e-23  1.1793e+00
4.9607e+07  1.9719e-23  1.1793e+00
4.9718e+07  1.9734e-23  1.1793e+00
4.9830e+07  1.9749e-23  1.1793e+00
4.9943e+07  1.9764e-23  1.1793e+00
5.0055e+07  1.9779e-23  1.1793e+00
5.0168e+07  1.9794e-23  1.1793e+00
5.0281e+07  1.9809e-23  1.1793e+00
5.0394e+07  1.9825e-23  1.1793e+00
5.0508e+07  1.9840e-23  1.1793e+00
5.0622e+07  1.9855e-23  1.1793e+00
5.0736e+07  1.9870e-23  1.1793e+00
5.0850e+07  1.9886e-23  1.1793e+00
5.0965e+07  1.9901e-23  1.1793e+00
5.1079e+07  1.9917e-23  1.1793e+00
5.1195e+07  1.9932e-23  1.1793e+00
5.1310e+07  1.9948e-23  1.1793e+00
5.1426e+07  1.9963e-23  1.1793e+00
5.1541e+07  1.9979e-23  1.1793e+00
5.1658e+07  1.9994e-23  1.1793e+00
5.1774e+07  2.0010e-23  1.1793e+00
5.1891e+07  2.0026e-23  1.1793e+00
5.2007e+07  2.0042e-23  1.1793e+00
5.2125e+07  2.0057e-23  1.1793e+00
5.2242e+07  2.0073e-23  1.1793e+00
5.2360e+07  2.0089e-23  1.1793e+00
5.2478e+07  2.0105e-23  1.1793e+00
5.2596e+07  2.0121e-23  1.1793e+00
5.2715e+07  2.0137e-23  1.1793e+00
5.2833e+07  2.0153e-23  1.1793e+00
5.2952e+07  2.0169e-23  1.1793e+00
5.3072e+07  2.0185e-23  1.1793e+00
5.3191e+07  2.0201e-23  1.1793e+00
5.3311e+07  2.0218e-23  1.1793e+00
5.3431e+07  2.0234e-23  1.1793e+00
5.3552e+07  2.0250e-23  1.1793e+00
5.3672e+07  2.0266e-23  1.1793e+00
5.3793e+07  2.0283e-23  1.1793e+00
5.3914e+07  2.0299e-23  1.1793e+00
5.4036e+07  2.0316e-23  1.1793e+00
5.4158e+07  2.0332e-23  1.1793e+00
5.4280e+07  2.0349e-23  1.1793e+00
5.4402e+07  2.0365e-23  1.1793e+00
5.4525e+07  2.0382e-23  1.1793e+00
5.4647e+07  2.0398e-23  1.1793e+00
5.4771e+07  2.0415e-23  1.1793e+00
5.4894e+07  2.0432e-23  1.1793e+00
5.5018e+07  2.0448e-23  1.1793e+00
5.5142e+07  2.0465e-23  1.1793e+00
5.5266e+07  2.0482e-23  1.1793e+00
5.5390e+07  2.0499e-23  1.1793e+00
5.5515e+07  2.0516e-23  1.1793e+00
5.5640e+07  2.0533e-23  1.1793e+00
5.5766e+07  2.0550e-23  1.1793e+00
5.5891e+07  2.0567e-23  1.1793e+00
5.6017e+07  2.0584e-23  1.1793e+00
5.6143e+07  2.0601e-23  1.1793e+00
5.6270e+07  2.0618e-23  1.1793e+00
5.6397e+07  2.0635e-23  1.1793e+00
5.6524e+07  2.0652e-23  1.1793e+00
5.6651e+07  2.0669e-23  1.1793e+00
5.6779e+07  2.0687e-23  1.1793e+00
5.6907e+07  2.0704e-23  1.1793e+00
5.7035e+07  2.0721e-23  1.1793e+00
5.7163e+07  2.0738e-23  1.1793e+00
5.7292e+07  2.0756e-23  1.1793e+00
5.7421e+07  2.0773e-23  1.1793e+00
5.7551e+07  2.0791e-23  1.1793e+00
5.7680e+07  2.0808e-23  1.1793e+00
5.7810e+07  2.0826e-23  1.1793e+00
5.7941e+07  2.0843e-23  1.1793e+00
5.8071e+07  2.0861e-23  1.1793e+00
5.8202e+07  2.0878e-23  1.1793e+00
5.8333e+07  2.0896e-23  1.1793e+00
5.8464e+07  2.0914e-23  1.1793e+00
